./inputdata/evaluation_set\A -  2- Bild.txt,./inputdata/evaluation_set\A -  3 - RT Online.txt,./inputdata/evaluation_set\A - 1  - JungeWelt.txt,./inputdata/evaluation_set\B -  1 - Compact.txt,./inputdata/evaluation_set\B - 2 - Bild.txt,./inputdata/evaluation_set\B - 3 - FR.txt,./inputdata/evaluation_set\C - 1 - FR.txt,./inputdata/evaluation_set\C - 2 - PI-News.txt,./inputdata/evaluation_set\C - 3 - Bild.txt,./inputdata/evaluation_set\D - 1 Bild.txt,./inputdata/evaluation_set\D - 2 - FR.txt,./inputdata/evaluation_set\D - 3 - PI-News.txt,./inputdata/evaluation_set\E - 1 - FR.txt,./inputdata/evaluation_set\E - 2 - NachDenkSeiten.txt,./inputdata/evaluation_set\E - 3 - PI-News.txt,./inputdata/evaluation_set\F  - 3 - Bild.txt,./inputdata/evaluation_set\F - 1 - Compact.txt,./inputdata/evaluation_set\F - 2- JW.txt,./inputdata/evaluation_set\G - 1 - FR.txt,./inputdata/evaluation_set\G - 2 - Compact.txt,./inputdata/evaluation_set\G - 3 - Bild.txt,./inputdata/evaluation_set\H - 1  - JW.txt,./inputdata/evaluation_set\H - 2 - PI-News.txt,./inputdata/evaluation_set\I - 1 - JW.txt,./inputdata/evaluation_set\I - 2 - Bild.txt,./inputdata/evaluation_set\I - 3 - FR.txt,./inputdata/evaluation_set\J - 1  - FR.txt,./inputdata/evaluation_set\J - 2 - JW.txt,./inputdata/evaluation_set\J - 3 - Bild.txt,./inputdata/evaluation_set\K - 1- FR.txt,./inputdata/evaluation_set\K - 2 - JW.txt,./inputdata/evaluation_set\L - 1 - JF.txt,./inputdata/evaluation_set\L - 2 - Bild.txt,./inputdata/evaluation_set\L - 3- Compact.txt,./inputdata/evaluation_set\M - 1 - Compact.txt,./inputdata/evaluation_set\M - 2 - PI-News.txt,./inputdata/evaluation_set\N - 1 - Bild.txt,./inputdata/evaluation_set\N - 2 - Bild.txt,./inputdata/evaluation_set\O - 1 - NachDenkSeiten.txt,./inputdata/evaluation_set\O - 2 - Bild.txt,./inputdata/evaluation_set\P - 1 - Compact.txt,./inputdata/evaluation_set\P - 2 - Compact.txt,./inputdata/evaluation_set\Q - 1 - Bild.txt,./inputdata/evaluation_set\Q - 2 - Bild.txt,./inputdata/evaluation_set\Q - 3 - FR.txt
untergebracht,masse,griechenland,derad,rechtsextreme,hauptziel,stehenden,tauchte,schwerwiegende,kampeter,derzeit,schwerer,aeusserte,unmittelbaren,boot,obwohl,dolmetscher,arbeit,leiche,bekamen,naechsten,gestrandet,waechst,zentren,liegt,rechtlich,zustaendig,warf,verfolgt,verbaende,zeugen,praezedenzfall,chaos,statistik,volle,bekamen,fernbusse,betrag,libysche,syrische,verfechter,hohe,bestaetigt,obwohl,amman
laesst,radikalisiert,registriert,intensiv,nicht,landesbehoerde,csupolitiker,welch,straftat,ersticken,kirchenasyl,raeuberischer,zutiefst,umfeld,rauscht,verwaltungsgericht,tische,appelliert,ali,mehrere,gericht,besuchen,rasantem,entstehen,strafbefehl,gesehen,zurueckweisung,libyschen,folter,freien,korpsgeist,geschaffen,klappten,itnrw,flasche,mehrere,abwehr,normalerweise,kueste,ehemann,eurotransferunion,belastung,sprecher,verwaltungsgericht,beirut
unbeantwortet,jugendlichen,aufzunehmen,betreut,marcel,oberbayerischen,versprach,wunder,einzelfall,engagement,akut,erpressung,bedauerlich,tankstelle,kmh,gelsenkirchen,anklageseite,staatenbuendnis,13jaehrigen,auflagen,zustaendige,ueberquerte,tempo,gebracht,verstosses,betont,feststellung,miliz,unmenschliche,wohlfahrtsliga,brisanten,genau,registrierung,laendern,whisky,auflagen,gefahren,bar,verlassen,geholfen,abschaffung,staatskassen,stadt,gelsenkirchen,kurzfristig
mindeststandards,koennten,tsipras,empfehlung,dirsus,manching,sorgen,folgetagen,nachgehen,integrationswilligen,bedroht,monaten,sachlich,festnehmen,flachen,vorabend,jugendschoeffengericht,groesstmoeglichem,gekommen,gehoeren,auslaenderbehoerde,griechenland,ackerbau,mitgliedstaaten,betaeubungsmittelgesetz,koalition,zustaendigen,gerettet,behandlung,einrichtung,parallelen,geschehen,unterbringung,wuerden,notaerztin,gehoeren,sicherheit,ausgezahlt,umgekehrt,ehrenmord,nationalstaaten,frage,muenchen,vorabend,zusaetzlichen
landesamt,mitunter,dementierte,ngo,politikwissenschaftler,ingolstadt,eingehalten,lka,hinterher,ausbildungsbereiten,obwohl,haft,ruecksichtsvoll,atemalkoholtest,wellen,entschieden,reichten,zynismus,erklaerte,arbeitsstunden,stadt,albanien,viehzucht,verteilt,lagen,reisten,mitgliedsstaates,frauen,todesstrafe,ansehen,rechtsausschuss,jetzige,sorgte,migrationshintergrund,warf,arbeitsstunden,beeintraechtigen,ausnahme,schuh,verlangt,vorteile,sicher,bildanfrage,entschieden,visaentscheider
fluechtlingsangelegenheiten,gefaehrlich,wies,vereins,uni,schnellere,rechtswidrig,schluss,falsch,betriebe,lebt,steuerfinanzierten,umgehen,ergab,gefuehrt,zulaessig,taeter,duerfe,seinerzeit,hervorhebungen,bochum,montenegro,schlachthoefe,sofern,insgesamt,ueberhaupt,rechtswidrig,kind,drohen,vorwuerfe,bestellten,bereitschaft,verstaerkten,zunehmend,klingt,hervorhebungen,faellt,fluechtlingsheim,draus,unbekannt,blick,zumindest,bildinformationen,zulaessig,erhalten
laf,orakelte,konservative,neustart,kiel,abschiebungen,herausstellen,wafa,erweist,ausbildung,iran,asylanwaelte,csuchef,promille,team,beschluss,steuerfinanzierten,stoeren,ebendiesen,pinews,gefaxt,bosnienherzegowina,schulen,anspruch,strafanzeigen,chef,urteilen,schicksal,laendern,zustaende,akten,deutschlands,kontrollen,festen,bizarr,pinews,grenzgebiet,untergekommen,meinung,fluechten,investierte,teile,kuemmert,beschluss,schreiben
grundlage,dezember,fraktion,verdanken,warnt,anerkannten,unterdessen,eindeutig,verschleierte,azubis,geflohen,mansor,mehrere,moeglichen,luis,uebermittelt,anhang,wink,hinweisgeber,urteilsverkuendung,informierte,velika,ausbildung,idee,jamal,gewerkschaft,organisationen,ueberlassen,krieg,abschiebehaftanstalt,ungeklaerten,drittel,oesterreich,bestandteil,ueberraschen,urteilsverkuendung,kilometer,leipzig,kritischen,naechsten,zusammenbruch,krieg,bayrische,uebermittelt,redaktionsnetzwerk
reihe,verfassungsschutzchef,worten,tore,oeffentlichkeit,asylbewerbern,schwere,taeter,identitaet,grosse,bekam,gingen,politiker,strafverhandlung,freundlichen,tunesien,waffenraub,eindeutig,vergewaltigung,oeffentlich,stampministerium,kladusa,schritt,haken,naser,gdp,auffassung,miliz,herrscht,muessten,todesfaellen,aquariusfluechtlinge,angedrohte,hiesigen,auto,oeffentlich,speziell,bamsinformationen,journalisten,bahnhof,ostblocks,geschundenen,abschiebe,tunesien,zitiert
gesetzlichen,hansgeorg,zurecht,justizvollzugsanstalt,konzentriert,taskforce,fehler,ermittelte,meisten,chance,aufenthaltserlaubnis,revision,forderten,zugutekommen,besonnenen,begleitet,einzige,richtung,ermittelt,jungen,auffassung,endgueltig,halten,erfolgt,raub,joerg,teilen,wies,familiennachzug,lueckenlos,dessau,aufzunehmen,schliessung,bevoelkerung,einsatzfahrzeug,jungen,verhinderung,vornherein,nachdenkseiten,schweinfurt,relativ,landes,arbeitsgruppe,begleitet,monat
vorgaben,maassen,fass,oeffnen,rechtspopulismus,landesamt,zugegeben,afghane,ausweispapiere,betrieb,floh,hamburger,ruecktritt,oberstaatsanwalt,eigentlich,bundespolizisten,straftat,zivilen,montag,freiheitsstrafen,gerichtes,stopp,zuletzt,freiwilliger,gefaehrlicher,radek,juristen,aussagen,stark,aufgeklaert,liegen,zeigt,wichtigsten,zeiler,verwechselt,freiheitsstrafen,unterbindung,sozialhilfe,expertise,geschnappt,geringes,stellt,birgit,bundespolizisten,angehoerige
entwickelt,logisch,selbsterniedrigung,demnach,linken,geben,demnach,frueher,prozent,ort,hindukusch,landgericht,seehofers,carsten,azoren,arzt,saechsischsyrischen,rettungsorganisationen,haftbefehl,monaten,laufende,sowohl,schlendrian,basis,koerperverletzung,widersprach,giessener,josefa,eingeschraenkt,notwendig,februar,ngos,brenner,beruecksichtigen,merkels,monaten,unerlaubten,miete,menschenrechtsorganisationen,sitzen,geld,vorruecken,haian,arzt,eingeschraenktem
wohnungsaufsichtsgesetz,herzenssache,boden,sogenannten,radikalisieren,beschleunigte,behoerde,befreundet,halbjahr,fuss,schiiten,flutung,innenminister,rinio,lebt,challenger,muflquartetts,zugriff,erlassen,verurteilt,tunesien,kroatische,chaos,errichtung,drogenbesitz,auffassung,professor,geretteten,grundsaetzlich,schnell,jahres,mittelmeer,verhindert,bislang,gaeste,verurteilt,einreise,abgezogen,stuetzt,mordversuchs,ehemalige,syrischen,besucht,challenger,schutzstatus
berliner,isgeborenen,athener,interventionsgespraechen,demokratische,ausreisen,asylbescheid,aha,identitaetsfindung,fassen,talibanhochburg,multikriminellen,forderungen,haftbefehl,monate,geflogen,mustafa,kriminellen,derzeit,strafen,abbrechen,slowenische,korruption,lagers,diebstahl,verwies,juergen,scheinen,ehepartner,unabhaengigen,schublade,zweifel,fossi,blut,aelter,strafen,bundesgebiet,brigitte,bericht,uhaft,staatsfirmen,regierungsarmee,dschihadisten,geflogen,duerfen
bauordnung,normales,finanzministerium,abkehr,grundordnung,gewalttaetiger,mannes,laeuft,mitwirken,spdinnenexperte,ghazni,derzeit,reagierte,vergewaltigung,portugiesischen,kosten,haltestelle,truppe,mutmassliche,selbstverstaendlich,unterblieb,fangen,kleptokratien,aufnahme,geringwertiger,urteil,bast,vorwuerfe,minderjaehrige,beirat,sonderermittler,stets,betonte,spendeten,renitenter,selbstverstaendlich,kontrollen,laux,un,alaas,vielfaches,dringlicher,muenchen,kosten,union
platzbedarf,sozialisiert,hiess,radikalislamistischem,seiten,randalierender,zunaechst,fahndung,verweigern,burkhard,massiv,ueberlastet,unverstaendnis,erlassen,kollegen,beliefen,schlagring,bewahren,mittaeter,bewaehrung,bord,fast,schwarzen,bestimmten,sachen,bundesgerichtshofs,symposium,retter,eltern,einzurichten,jerzy,einknicken,deutlich,drk,hemmungsloser,bewaehrung,dienen,landratsamt,unhochkommissars,bruder,gewinnen,sieg,idyllischen,beliefen,spd
quadratmetern,notfalls,minister,gedankengut,bedroht,kuemmern,falsche,hochtouren,innenexperte,lischka,bedroht,urteil,sag,haftgrund,frontex,bildinformationen,verletzt,versuchen,tatzeitpunkt,ausgesetzt,abschiebeflugs,berichten,kontinent,mitgliedstaat,koerperverletzung,grenzlinie,evangelischen,bestaetigen,minderjaehrigen,fluechtlingshilfsorganisationen,montag,draengenden,besseren,gemeinsam,brutaler,ausgesetzt,ueberwachung,leipzig,menschenrechte,gestaendig,abwarfen,syrischen,wohnanlage,bildinformationen,koalitionsverhandlungen
einzelne,zunaechst,euklid,bewirkt,deutliche,herrmann,adresse,preisfrage,armin,hoechste,ungewoehnlich,rechtskraeftig,nix,fluchtgefahr,griechenland,exakt,20jaehrige,aufgegriffen,alt,unfassbar,erfuhr,meist,geradezu,verhandlungstaktisch,sachbeschaedigung,ueberschreitet,akademie,italienische,familiennachzug,amnesty,rechtsanwalt,afrikaner,integrationsmoeglichkeiten,heinrichheineuniversitaet,oktober,unfassbar,verbringungsverboten,kosten,bezeichnet,bildreporter,kreise,staatspraesidenten,stadtrand,exakt,verstaendigt
person,muetter,tsakalotos,gerichtssprecherin,worte,ziel,geschickt,verschmaehter,schuster,bereiche,abschiebeverbot,liegt,einfach,neuerliches,stationiert,flug,adel,langem,strafmuendig,junge,abschiebeverbot,grenzfluss,naiv,gesehen,taschendiebstahl,eingereist,berlin,onlineportal,beantragen,international,manfred,kueste,mitteleuropaeischen,duesseldorf,hiess,junge,gesetzlich,unterbringung,situation,besuchten,finanzjongleurs,baschar,angst,flug,monatszahlen
unterbringung,deutschem,bruesseler,zufolge,findet,anerkannte,bescheid,moslem,cdu,unseres,besteht,wiedervorlage,verstehe,urteil,mehrere,begleitung,ala,lager,zeitung,drunter,onlinemedien,glina,idee,einzige,erschleichen,gilt,zurueckweisung,internazionale,eheschliessung,kirchen,noetzel,libyens,laendern,partnern,lagebericht,drunter,zugewiesen,zehnkoepfigen,libyschen,gestern,stoert,alassad,wohnung,begleitung,jahresende
mehrbettzimmer,pass,truppen,pakistani,historiker,bestmoeglich,rechtskraeftig,nachts,brauchen,migrationsrechts,ausnahme,urteil,fluechtling,diebstahls,teammitglieder,dr,ladendetektiv,gesteckt,berichtet,drueber,tunesischem,aufgegriffen,marschallplan,moeglichkeit,leistungen,asylantrag,waere,zitierte,waehrend,vertreten,ehemaliger,duerften,anziehend,projekt,landeskriminalamtes,drueber,bedeutet,gemeinschaftseinrichtung,fluechtlingslagern,alaas,beseitigt,dezember,herausgeworfen,dr,miteinander
quadratmeter,rechtlich,versprochen,haft,prof,integriert,abgelehnt,messer,schaerferes,klar,sohnes,bundesgerichtshof,stadt,waffen,vorher,klaus,netto,regelmaessig,derweil,guten,gewahrsam,handys,minister,naechtlichen,sprecher,pruefen,offensichtlich,aussage,flucht,gespraeche,bayrischer,bestaerkt,wirken,blustarnrw,lka,guten,verhindert,monatlich,menschenrechtskrise,eltern,viktor,ohnehin,paradies,klaus,verrechnet
person,staatsbuergern,fehlenden,unauffaellig,michael,wuerden,trotz,zimmer,ausweisungsrecht,trennen,danials,aufgehoben,hamburg,schwerer,militaerischen,dienelt,bedroht,misshandlungen,berufung,elternhaeusern,wege,weggenommen,entwicklungshilfe,runde,bundesinnenministeriums,eustaat,illegal,gruppe,stattfand,einfuehrung,generalstaatsanwalt,fuehlen,wuerden,gerufen,hamburg,elternhaeusern,einfuhr,betragen,the,sahen,orban,nehmen,duerfen,dienelt,kaemen
sprecherin,ueberhaupt,millionen,tadellos,wolffsohn,bleiberecht,gegenteiligen,ehemaligen,verfahrenstricks,asylrecht,unabhaengig,landgericht,gemeldet,raeuberischer,spezialeinheiten,renommierter,schicke,vergewaltigungen,ermittlerkreise,laeden,moeglicherweise,schmuck,gerd,ueberhaupt,bmi,registriert,vertreter,naechte,familiennachzug,beirats,duerfen,see,perspektive,immigranten,herrschaften,laeden,bestimmten,nebenkosten,situation,kinderzimmer,wirft,gelang,hierbleiben,renommierter,koennten
senatsverwaltung,radikalisierung,kuerzungen,verhalten,eigentlich,verliessen,richterlichen,freundin,nachweisen,unseren,behandelt,zurueckverwiesen,bundeslaender,erpressung,gedient,asylrechtsexperte,auslaender,erschiessungen,minderjaehriger,ausraeumen,rechtswidrigen,geld,mueller,vorweisen,teilte,binnenland,bundesinnenministeriums,hoher,ausgeschlossen,wuerden,studieren,wagen,saehen,regelmaessigen,offenen,ausraeumen,gegenstaenden,enthalten,of,blutflecke,soros,soldaten,anwalt,asylrechtsexperte,september
integration,stattgefunden,auszugleichen,hause,wagenknechtwebsite,rechtsstaat,hinweises,hochinteressant,unmittelbare,schutz,gilt,bemaengelten,fuehren,gefaellt,einsatz,vorsitzender,vorbei,diplomaten,bruder,ehrlichen,forderte,slowenische,csu,niemals,gestern,schaffen,unionsfraktion,see,auswahl,derzeit,juristischen,naechste,hinzu,aderlass,armen,ehrlichen,ua,aehnlich,migrants,waenden,revolutions,einnahme,kaempft,vorsitzender,auswahl
arbeit,bzw,linie,angeblich,superduenne,sinn,teilte,zusammenhang,ausweisung,brauchen,alleinstehender,landgericht,unterstuetzen,unklar,luis,verwaltungsgericht,stechen,auswaertigen,ali,landsleuten,spdinnenpolitiker,schaffen,ziemlich,ungarn,deute,verstaerkten,wiesen,libysche,angehoerigen,gefuehrt,vorgaenge,ngoschiff,rechtsruck,ueberzeugen,empfangen,landsleuten,propagandamittel,studentenwohnheim,libya,teppich,invasionssponsoring,aleppos,mich,verwaltungsgericht,angehoerigen
soziales,aufgrund,ausgaben,pizzeria,suppe,landesamt,zustaendigen,tatsache,folge,verfolgung,zeitpunkt,betracht,bundeslaender,landgericht,bams,darmstadt,ab,amts,bs,baerendienst,burkhard,bus,weltfremd,bruesseler,angaben,einsatz,auffassung,polizisten,humanitaeren,ministeriumssprecher,jalloh,ans,politik,wolle,umgang,baerendienst,verfassungsfeindlicher,moeblierten,is,mutter,umgesattelt,einstigen,propaganda,darmstadt,erfolgt
mindeststandard,alters,fuers,vater,jammerkiste,thomas,auslaenderbehoerde,staatsanwaelte,haben,krieg,ankunft,gezogen,abschiebungen,neu,viererteam,beitrag,akte,nannten,mindestens,erwiesen,lischka,kroatien,schmackhaft,zwang,ort,schleierfahndungen,ablehnung,gekommen,gruenden,schaich,abgeschlossen,ersehnte,gesellschaft,informationen,haeufig,erwiesen,organisationen,unterkunft,human,erzaehlt,zivile,hochburg,video,beitrag,auswaertigem
somit,stattfinden,militaer,arbeitet,jammern,hampel,klage,weisungsgebunden,masche,fliehen,volljaehrig,mansor,muesse,terminiert,faehrt,vorliegt,khaled,bedingungen,vergewaltigung,erklaerte,welt,zurueckgebracht,fass,gebeugt,selbstmord,sonstige,zivilgesellschaftlichen,geschlagen,geschehen,einziger,sachsenanhalts,ziel,donald,darueber,respektlos,erklaerte,verbotene,soziale,rights,biberach,vereine,gegner,erklaerungen,vorliegt,amt
eingehalten,prozent,ruestung,taetig,klagen,spitze,spaet,bedeutet,asylgrund,einwanderungsrecht,asylantrag,raubdelikt,hamburger,mansor,jeweils,punkt,zeigt,lagern,beteiligt,markus,herr,bosnischen,boden,aufnehmen,23jaehrige,intelligente,organisationen,wisse,fallen,zweck,regierungskoalition,bringt,trump,gewinnen,gepraegt,markus,substanzen,grundbetreuung,crisis,paar,getarnte,voelligen,video,punkt,humanitaeren
millionengeschaeft,waehrend,sparen,voraussetzung,leute,ehemals,eingereicht,hauptverantwortung,taufe,fachkraefte,abgelehnt,rein,fragen,rein,hintereinander,auslaenderbehoerde,phaenotypische,kzaehnlich,wiesbaden,urteilsbegruendung,zustaendigkeit,schiessen,rueckblickend,niemals,ankunft,grenzpolizeiliche,treffen,geschah,dauer,abschiebungshaft,cdu,zweifel,inspirierten,blutgruppen,fehlender,urteilsbegruendung,arzneimittel,enthalten,deutlicher,wochen,lobbyorganisationen,befriedung,assads,auslaenderbehoerde,gruenden
wohnungslosen,isbesatzung,helfen,genehmigung,einziges,inspekteur,unrechtmaessigen,wahlverlierer,dreieinigkeitsgemeinde,brauchen,ausreisepflicht,theoretisch,person,theoretischen,raus,rechtswidrig,profil,bislang,ermittlungstaktischen,sachlicher,ausreisepflichtigen,grenzer,gesehen,italiener,fluechtlingsorganisation,handlungsansaetze,ueberlegungen,scheint,trennung,sicherung,spd,entfernt,populistenmotto,zuwanderern,anerkennung,sachlicher,etc,bamfbescheid,auswaertige,verliebt,foerdere,landes,leuten,rechtswidrig,koenne
brummt,geboren,undenkbar,fussfessel,jammertal,bayerischen,wenigen,justizminister,berlinsteglitz,unseren,verhaengt,zuruecktreten,vorgeschlagen,vergewaltigung,naechste,oberverwaltungsgericht,intensivtaeter,staat,gruenden,milde,gefaehrder,luft,fast,zugestimmt,iom,ankerzentren,lager,klar,alter,ausreise,gruenen,innenminister,italy,vertreten,hiesiger,milde,verboten,warten,amt,unverschaemt,regelrechtes,sicherlich,extra,oberverwaltungsgericht,familientrennung
bezirke,bleibt,verfolgt,fixen,waere,betrieb,mutmassliche,guido,mitglieder,wohlstand,katastrophe,moeglicherweise,informationen,14jaehrigen,reihe,nrw,kurzem,ausserhalb,fragen,rechtsstaat,ruecksprache,sagen,massnahmen,aussicht,empfang,verfrachtet,einzurichten,kleinkind,schwere,rechtskraeftig,heftigem,asyleinwanderung,first,ernstfall,werte,rechtsstaat,gruende,hohen,berlin,behauptete,netzwerk,gestrige,geschnitten,nrw,handeln
rechtlich,natuerlich,tsipras,unterkunft,absurd,starten,fruehere,wolf,prozent,zukunft,niemals,abbrechen,zufolge,hamburgerin,meisten,urspruenglichen,ebenfalls,einrichtung,aeussern,bewaehrungen,bundeslaendern,go,europaeer,gestellt,genommen,ausdruecklich,asylbegehren,eintreffen,erkrankungen,abgelehnter,beschlossen,begrenzen,warnten,ersatz,normen,bewaehrungen,luft,leistungen,diplomaten,tochter,sprechern,angriff,wort,urspruenglichen,trennung
pflicht,regierungsseitig,pazifistische,inland,angedeutet,umstrittenen,leibwaechters,cdu,islam,sichern,gelebt,taeter,handelt,gericht,kennen,abschiebeurteil,angebliche,ausschiffungsplattformen,ali,verdient,ziehen,back,unterstuetzung,waere,bildnachfrage,residenzpflicht,einreichen,retter,konkrete,betonte,sternen,csuchef,vereinten,liefern,verhalten,verdient,gegriffen,erhielt,ort,nacktfoto,medien,terrormilz,dschihad,abschiebeurteil,familien
drohender,unbeantwortet,absichten,berufsnachweis,politisch,ankerzentren,osama,liegt,christlichen,fdpvize,bezug,oktober,23jaehrigen,verantworten,luis,tuer,mindestens,bereitgefunden,mord,richtervogel,klare,go,schwarzafrikas,loszuwerden,bestaetigte,vorgesehen,forderten,gestorben,gefaehrdungen,einrichtung,prueft,fluechtlingsmagnet,nationen,krankheitsfaellen,gruppe,richtervogel,zeigt,unklar,berichten,internet,hundert,islamischer,behauptet,tuer,minderjaehrigen
obdachlosigkeit,saeuglinge,stoert,eigentlich,konkret,ebenfalls,laden,weiterer,glauben,wolfgang,gaenzlich,schickte,provinz,vollversorgt,legt,zuschlagen,menschengeschenk,plan,susanna,erwarten,verhaeltnisse,back,verpufft,einzigen,iomsprecherin,rueckfuehrung,unterzeichner,proactiva,herkunftsland,gesichert,generalstaatsanwalt,hochfaehrt,erstmals,einzelfaelle,hochdelinquenten,erwarten,auswertung,landratsamt,internen,gestellt,universitaet,staat,ziel,zuschlagen,kind
